Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
14603;46336;Scatec ASA  Kenhardt hybrid solar and battery facility;45869;H1 Holdings;Parent company;Shares/Equity|Debt financing;46.5;;;;H1 Holdings is a Black Economic Empowerment (BEE) partner in South Africa, owns 46.5%.
14604;46336;Scatec ASA  Kenhardt hybrid solar and battery facility;46338;Kenhardt Community Trust;Parent company;Shares/Equity;2.5;;;;
14605;46336;Scatec ASA  Kenhardt hybrid solar and battery facility;44575;Standard bank ;Tertiary investor/lender;Debt financing;;;;;
14606;46336;Scatec ASA  Kenhardt hybrid solar and battery facility;46339;British International Investment (BII);Tertiary investor/lender;Debt financing;;;;;
14608;46348;Quality Végétal Senegal (QVS);46349;Unknow (Quality Végétal Senegal (QVS));Parent company;Shares/Equity;;;;;
14609;46330;Puna Argentina S.A.U.;44250;Ganfeng Lithium Co.,Ltd.;Parent company;;35.0;;;;
14611;43495;Proyecto Pastos Grandes S.A.;44250;Ganfeng Lithium Co.,Ltd.;Parent company;;15.0;;;;
14612;46354;EA Solar Phisanulok Company Limited;44328;Energy Absolute Public Company Limited;Parent company;Shares/Equity;100.0;;;;
14613;46320;Lapacho Grande SAS;46321;Carlos Leopoldo Wagener;Parent company;;;;;;
14614;46322;Yunga Grande SAS;46321;Carlos Leopoldo Wagener;Parent company;;;;;;
14615;46360;CGN Delingha Solar Energy Company Limited  (CGN-DSE);46284;CGN Energy International Holdings Co., Limited (CGNEI);Parent company;Shares/Equity;100.0;;;;
14616;46360;CGN Delingha Solar Energy Company Limited  (CGN-DSE);43466;Asian Development Bank (ADB);Tertiary investor/lender;Debt financing;;150000000.0;US Dollar ($);2013-12-02;
14617;46362;Dunhuang Shouhang Energy Saving New Energy Co., Ltd.;46214;Shouhang High-Tech Energy Co., Ltd.;Parent company;Shares/Equity;100.0;;;;
14618;46363;Quzhou Hangtai Photovoltaic Power Co., Ltd.;46364;Huadian Energy Company Limited;Parent company;Shares/Equity;70.0;;;;
14619;46364;Huadian Energy Company Limited;46365;China Huadian Corporation Ltd. (Huadian Group);Parent company;;;;;;
14620;46234;Garna Lohistyka LLC;46233;Garna Stockholm Holding AB;Parent company;Shares/Equity;100.0;;;;
14621;38655;Agro-Region Boryspil LLC;46233;Garna Stockholm Holding AB;Parent company;Shares/Equity;95.0;;;;
14622;38655;Agro-Region Boryspil LLC;46234;Garna Lohistyka LLC;Parent company;Shares/Equity;5.0;;;;
14623;40021;Agro-Region Lyubar LLC;46234;Garna Lohistyka LLC;Parent company;Shares/Equity;5.0;;;;Code - 32054570
14624;40021;Agro-Region Lyubar LLC;46233;Garna Stockholm Holding AB;Parent company;Shares/Equity;95.0;;;;
14625;40022;Agro-Region Kozelets LLC;46233;Garna Stockholm Holding AB;Parent company;Shares/Equity;95.0;;;;
14626;40022;Agro-Region Kozelets LLC;46234;Garna Lohistyka LLC;Parent company;Shares/Equity;5.0;;;;Code - 32054570
14627;46276;Shanghai Chint Power System Co., Ltd.;46278;Zhejiang Zhengtai New Energy Development Co., Ltd.;Parent company;Shares/Equity;49.0;21316298.45;Yuan Renminbi (¥);2016-06-17;Source: qcc.com
14628;46276;Shanghai Chint Power System Co., Ltd.;46181;China Three Gorges New Energy (Group) Co., Ltd.;Parent company;Shares/Equity;51.0;22186351.45;Yuan Renminbi (¥);2016-06-17;Source: qcc.com
14629;46278;Zhejiang Zhengtai New Energy Development Co., Ltd.;45860;CHINT Global Group;Parent company;Shares/Equity;;;;;
14630;46181;China Three Gorges New Energy (Group) Co., Ltd.;45343;China Three Gorges Corporation (CTG);Parent company;Shares/Equity;100.0;;;;
14631;45343;China Three Gorges Corporation (CTG);148;Government of China;Parent company;Shares/Equity;100.0;;;;state-owned enetrprise
14632;46314;Renhua County Jinze New Energy Power Generation Co., Ltd.;46316;Wang Qingji Electric Energy Co.;Parent company;Shares/Equity;100.0;;;;Sources: qvv.com & gem.wiki
14634;40017;Dukra Agro LLC;46357;DUKRA invest GmbH;Parent company;Shares/Equity;98.0;;;;The final beneficiaries are Wenzl Johannes and Wenzl Matthias (Germany).
14635;46367;Kusto Agro PTE LTD;4427;Kusto Group Inc.;Parent company;;100.0;;;;
14636;43464;Kusto Agro Farming LLP;46367;Kusto Agro PTE LTD;Parent company;Shares/Equity;100.0;;;;
14638;46368;Upwind Ayitepa Ltd;43558;Lekela Power BV;Parent company;;100.0;;;;
14639;46300;Jobin-SQM Inc. (JSI);46004;Emerging Power Inc. (EPI);Parent company;Shares/Equity;100.0;;;;Emerging Power, Inc. (EPI), the renewable energy (RE) unit of Zamora-led Nickel Asia Corporation (NAC) – is looking to expand its Mt. Sta Rita Solar Power Project in the Subic Bay Freeport Zone by 38 megawatts (MW).
14640;46248;N’situ Pelende SASU;46275;Colruyt Group;Parent company;Shares/Equity;100.0;;;;
14641;40028;Kodjen B LLC;46370;Bohdan Serhii Vasyliovych;Parent company;Shares/Equity;100.0;;;;
14642;46379;DFU AGRO LLC;39822;Dan-Farm Ukraine LLC;Parent company;Shares/Equity;99.9;;;;Code - 31527875
14643;46385;Hive Ecosystems (PTY) LTD;46394;Hive Energy Ltd;Parent company;;;;;;
14644;46037;Red Cap Impofu (Pty) Ltd;46395;Red Cap Energy (Pty) Ltd;Parent company;;;;;;
14645;45391;Kwahu Landscape Restoration Project (KLRP);45392;GenZero;Parent company;Shares/Equity;;;;;
14646;45391;Kwahu Landscape Restoration Project (KLRP);45393; AJA Climate Solutions;Parent company;Shares/Equity;;;;;
14647;36050;Equatoria Teak Company;46356;Hummingbirds;Tertiary investor/lender;Debt financing;;;;;Hummingbirds, a French company specializing in carbon projects, collaborates with Equatoria Forestry Company on a reforestation project in Uganda. 
14648;46403;Ratesti solar farm;46404;Econergy Renewable Energy Ltd.;Parent company;;50.0;;;;
14649;46403;Ratesti solar farm;46405;Nofar Energy Ltd;Parent company;;50.0;;;;
14650;46406;Parau solar farm;46404;Econergy Renewable Energy Ltd.;Parent company;;50.0;;;;
14651;46406;Parau solar farm;46407;RGreen Invest;Parent company;;50.0;;;;
14652;439;Nickel Asia Corporation (NAC);46369;Sumitomo Metal Mining Co., Ltd.;Parent company;Shares/Equity;26.0;;;;
14653;46411;Beijing Sanlian International Investment Co., Ltd;45860;CHINT Global Group;Parent company;Shares/Equity;10.0;;;;
14654;46411;Beijing Sanlian International Investment Co., Ltd;42925;Power Construction Corporation of China (PowerChina);Parent company;Shares/Equity;;;;;
14655;46411;Beijing Sanlian International Investment Co., Ltd;43903;China National Machinery Industry Corporation (Sinomach);Parent company;Shares/Equity;;;;;
14656;46341;Cambodian Tatay Hydropower Ltd. (CTHL);45818;Export-Import Bank of China (China EXIM Bank);Tertiary investor/lender;Debt financing;;540000000.0;US Dollar ($);2015;Financed under a USD $540 million loan from the China Export–Import Bank (EXIM Bank)
14657;46341;Cambodian Tatay Hydropower Ltd. (CTHL);46411;Beijing Sanlian International Investment Co., Ltd;Parent company;Shares/Equity;100.0;;;;
14658;46413;Hydrolancang International Energy Co., Ltd.;43887;China Huaneng Group;Parent company;Shares/Equity;;;;;
14659;41991;Farmgate Ukraine LTD;46378;SIVOS Trade d.o.o.;Parent company;Shares/Equity;100.0;;;;
14660;46340;Hydro Power Lower Sesan 2 Co. Ltd. (Sesan-II);43932;Vietnam Electricity;Parent company;Shares/Equity;10.0;;;;Vietnam Electricity holds a 10% nominal stake in the project
14661;46340;Hydro Power Lower Sesan 2 Co. Ltd. (Sesan-II);46413;Hydrolancang International Energy Co., Ltd.;Parent company;Shares/Equity;45.0;;;;
14662;46340;Hydro Power Lower Sesan 2 Co. Ltd. (Sesan-II);46415;The Royal Group;Parent company;Shares/Equity;45.0;;;;
14663;35528;Bulland Investment REIT;46416;Compass Invest AD;Parent company;Shares/Equity;4.45;;;;
14668;46423;Solluce Romania 1 BV;46424;Samsung Corp.;Parent company;;80.0;;;;
14669;46423;Solluce Romania 1 BV;46425;Samsung C&T Deutschland GmbH;Parent company;;20.0;;;;
14670;46422;LJG Green Source Energy Alpha SRL;46423;Solluce Romania 1 BV;Parent company;;78.0;;;;
14671;46422;LJG Green Source Energy Alpha SRL;46426;CMS Reich-Rohrwig Hainz;Parent company;;22.0;;;;
14672;46428;Lower Sre Pok 2 Co., Ltd.;46364;Huadian Energy Company Limited;Parent company;Shares/Equity;100.0;;;;
14673;46434;BCI JSC;46435;Phoenix Solar;Parent company;;;;;;
14674;46439;Martifer Renewables & Energy SA;46440;Martifer Group;Parent company;;100.0;;;;
14675;46438;S.C. Eviva Energy SRL;46439;Martifer Renewables & Energy SA;Parent company;;100.0;;;;
14676;46437;Eviva Nalbant SRL;46438;S.C. Eviva Energy SRL;Parent company;;100.0;;;;
14677;46442;Nam Theun 2-Solar;40069;Electricité de France (EDF);Parent company;;;;;;
14678;46442;Nam Theun 2-Solar;40376;Lao Holding State Enterprise (LSHE);Parent company;;;;;;
14679;46442;Nam Theun 2-Solar;42880;Electricity Generating Public Company Limited;Parent company;;;;;;
14680;46456;European Energy Lithuania LLC;46458;European Energy A/S;Parent company;;100.0;;;;
14681;46466;SPV Blue 1 Sh.p.k (LLC);46467;Green for Growth Fund (GGF);Tertiary investor/lender;Debt financing;;28000000.0;Euro (€);;
14682;46466;SPV Blue 1 Sh.p.k (LLC);46468;Blessed Investment LLC;Parent company;Shares/Equity;51.0;;;;
14683;46466;SPV Blue 1 Sh.p.k (LLC);46469;Matrix Konstruksion LLC;Parent company;Shares/Equity;49.0;;;;
14684;46470;SPV Blue 2 Sh.p.k (LLC);46469;Matrix Konstruksion LLC;Parent company;Shares/Equity;49.0;;;;
14685;46470;SPV Blue 2 Sh.p.k (LLC);46468;Blessed Investment LLC;Parent company;Shares/Equity;51.0;;;;
14686;46465;Project Blue;46466;SPV Blue 1 Sh.p.k (LLC);Parent company;;100.0;;;;
14687;46465;Project Blue;46470;SPV Blue 2 Sh.p.k (LLC);Parent company;;;;;;
14688;46472;KazSolar 50 LLP;45616;Goldbeck Solar Investment GMBH;Parent company;Shares/Equity;;;;;
14689;45345;PT. Perusahaan Listrik Negara (PLN);43466;Asian Development Bank (ADB);Tertiary investor/lender;Debt financing;;40170000.0;US Dollar ($);2018-04-11;On 11 April 2018, the Asian Development Bank (ADB) approved a 20-year loan of $12.49 million from ADB’s ordinary capital resources for the development and construction of four solar power plants in Lombok and North Sulawesi, with a combined capacity of 42 megawatts (MWp). ADB was the sole lead arranger, not only providing the ordinary capital resources loan but also administering $5.78 million from Leading Asia’s Private Sector Infrastructure Fund (LEAP) and $21.9 million from Canadian Climate Fund for the Private Sector in Asia II (CFPS II). Under a 20-year power purchase agreement (PPA) with Perseroan Terbatas (PT) Perusahaan Listrik Negara (PLN), the project is among the first utility-scale solar independent power producers in Indonesia. 
14690;46477;PT Infrastruktur Terbarukan Lestari (ITL);45345;PT. Perusahaan Listrik Negara (PLN);Parent company;;;;;;
14691;46477;PT Infrastruktur Terbarukan Lestari (ITL);45749;Vena Energy;Parent company;Shares/Equity;;;;;Alignment with these expectations is a requirement of PT ITL parent company, Vena Energy and also to support current financing of the Project by Asian Development Bank (ADB).
14692;46463;YL Forest Co., Ltd (YLF);46481;Mitsui O.S.K. Lines, Ltd.;Parent company;Debt financing;;;;;
14693;46463;YL Forest Co., Ltd (YLF);46482;Yamaha Motor Co., Ltd.;Tertiary investor/lender;Debt financing;;;;2024-07-16;"Yamaha Motor Co., Ltd. (Tokyo: 7272) announces it has signed a service agreement with YL Forest Co., Ltd. (hereinafter, ""YLF""), a company headquartered in Fukuoka City that is implementing its proprietary mangrove planting method in the Republic of Indonesia. Going forward, funding provided to YLF by the Company will go toward launching a new mangrove planting project in the country's province of South Sulawesi."
14694;46464;PT Yamamoto Asri;46463;YL Forest Co., Ltd (YLF);Parent company;Shares/Equity;100.0;;;;
14695;46471;Hubei Huadian Suixian Yindian Photovoltaic Power Generation Company Limited (Suixian Photovoltaic Power Generation Company);46364;Huadian Energy Company Limited;Parent company;Shares/Equity;100.0;;;;
14782;46492;Ministry of Forests and Environment;41507;World Bank;Tertiary investor/lender;Debt financing;;24000000.0;US Dollar ($);2021-03-19;KATHMANDU, March 19, 2021 – The Government of Nepal and the World Bank today signed loan and grant agreements for the $24 million Forests for Prosperity Project ($6.1 million as grant and $17.9 million as concessional loan) that will help Nepal advance sustainable forest management. --The Ministry of Forest and Environment will serve as the implementing agency
14783;46492;Ministry of Forests and Environment;41528;Government of Nepal;Parent company;Shares/Equity;100.0;;;;
14784;46461;Xinyi Solar (Lu'an) Co., Ltd.;46462;Xinyi Solar Holdings Limited;Parent company;Shares/Equity;;;;;
14785;46490;China Energy Conservation Solar Energy Co., Ltd. (CECEP Solar Energy);46493;China Energy Conservation and Environmental Protection Group (CECEP);Parent company;Shares/Equity;100.0;;;;
14786;46494;CECEP Solar Guanling Technology Co., Ltd.;46490;China Energy Conservation Solar Energy Co., Ltd. (CECEP Solar Energy);Parent company;Shares/Equity;100.0;;;;
14787;46498;F.L. WIND d.o.o.;46499;FEAL d.o.o;Parent company;;100.0;;;;
14788;46500;Kaliakra Wind Power AD;46501;Mitsubishi Heavy Industries Ltd.;Parent company;;70.0;;;;
14789;46500;Kaliakra Wind Power AD;46502;INOS-1 Ltd;Parent company;;30.0;;;;
14790;46501;Mitsubishi Heavy Industries Ltd.;425;Mitsubishi Corp.;Parent company;;;;;;
14792;44421;Albemarle Argentina S.R.L.;46410;Albemarle Corporation;Parent company;;100.0;;;;
14794;46433;Bangladesh-China Renewable Energy Company (Pvt.) Limited (BCRECL);46518;North-West Power Generation Company Limited;Parent company;;;;;;NWPGCL signed the Joint Venture Agreement (JVA) with CMC, China on 09 June 2014 in Beijing, China in presence of the Hon’ble Prime Minister of the Government of Bangladesh and her counterpart the Hon’ble Prime Minister of the People’s Republic of China in order to implement Payra 1320 MW Thermal Power Plant Project by using Ultra Supercritical Technology (UST) and by establishing a JVC. Then, Bangladesh-China Power Company (Pvt.) Limited (BCPCL) was constituted and registered with the Registrar of Joint Stock Companies and Firms, Bangladesh on 01 October 2014 as a Joint Venture Company under the banner of NWPGCL and CMC to implement the said project. BCPCL is a particular type of JVC in which the participants intend to follow some business objectives for the execution of coal-fired mega projects. BCPCL has already implemented Payra 1320 MW Thermal Power Plant (Phase I) and the implementation of Payra 1320 MW Thermal Power Plant Project (Phase II) is in progress. For evacuating the power generated at the Payra Power Generation Hub, a double-circuit overhead 400 kV Transmission Line project is being implemented by BCPCL from Payra to Aminbazar (Dhaka) via Gopalganj.
14795;46433;Bangladesh-China Renewable Energy Company (Pvt.) Limited (BCRECL);46519;Central Millitary Comission;Parent company;;;;;;
14798;35757;Sher Ethiopia PLC;42993;Sun European Partners LLP;Parent company;Shares/Equity;;;;;"An affiliate of Sun European Partners, LLP (""Sun European Partners"") s reached an agreement with KKR to acquire a majority ownership stake in Afriflora (""the Company""). "
14799;45555;Abydos Solar Power Company;45554;AMEA Power;Parent company;Shares/Equity;100.0;;;;"AMEA Power Ltd. established the Abydos Solar Power Company (ASPC) (hereafter referred to as ‘the Developer’), a wholly owned AMEA Power Ltd., responsible for the development, execution, and ownership of the Project.
"
14800;46396;Khi Solar One Power Plant;46397;Cox Energy;Parent company;Shares/Equity;51.0;;;;
14801;46396;Khi Solar One Power Plant;46473;Khi Community Trust;Parent company;Shares/Equity;20.0;;;;Khi Community Trust has a 20% stake in that society.
14802;46396;Khi Solar One Power Plant;43484;Industrial Development Corporation (IDC) South Africa;Tertiary investor/lender;Debt financing;;;;;
14803;44741;Globeleq Investment Limited;41790;Actis Group;Parent company;;100.0;;;;
14804;46525;Globeleq Africa Ltd.;44741;Globeleq Investment Limited;Parent company;;;;;;
14805;46520;Central Eléctrica da Namaacha (CEN);46525;Globeleq Africa Ltd.;Parent company;;;;;;
14806;46520;Central Eléctrica da Namaacha (CEN);46526;Source Energía;Parent company;;;;;;
14807;46527;EVN-Enertrag Kavarna;46528;EVN Naturkraft;Parent company;;70.0;;;;
14808;46527;EVN-Enertrag Kavarna;46529;Enertrag LLC;Parent company;;30.0;;;;
14809;46530;MET Suvorovo Wind Park EООD;46531;MET Group;Parent company;;100.0;;;;
14810;46533;ACME Solar Holding Limited;46236;ACME Group;Parent company;;;;;;Founded in 2015, ACME Solar Holdings was established to consolidate and expand the ACME Group's renewable energy business in India. ACME Solar Holdings is India's largest renewable energy independent power producer (IPP). The company develops, builds, owns, operates, and maintains utility scale renewable energy projects. ACME Solar Holdings has a diverse portfolio that includes solar, wind, hybrid, and firm and dispatchable renewable energy (FDRE) projects.
14811;46532;ACME Heergarh Powertech Private Limited;46533;ACME Solar Holding Limited;Parent company;;;;;;
14812;46534;Korotoa Solar Limited;42341;BEXIMCO Group;Parent company;;80.0;;;;
14813;46534;Korotoa Solar Limited;46535;Jiangsu Zhongtian Technology Co. Ltd.;Parent company;;20.0;;;;
14814;46538;Enefit Green LLC;46539;Eesti Energia LLC;Parent company;;100.0;;;;
14815;46542;Ingka Investments Lithuania LLC;5075;IKEA A/S;Parent company;;;;;;
14816;46560;ACWA Power Bash Wind LLC;43570;ACWA Power;Parent company;Shares/Equity;100.0;;;;
14817;46560;ACWA Power Bash Wind LLC;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;Debt financing;;150000000.0;US Dollar ($);;
14818;46560;ACWA Power Bash Wind LLC;43466;Asian Development Bank (ADB);Tertiary investor/lender;Debt financing;;40500000.0;US Dollar ($);;The financing comprises loans amounting to $40.5 million for Bash wind farm.
14819;46122;Lightening PV Park S. de R.L. de C.V.;46563;JinkoSolar Investment Limited;Parent company;;;;;;
14820;46568;Ingka Investments Renewable Energy Romania SRL;5075;IKEA A/S;Parent company;;;;;;
14821;46570;Crucea Wind Farm SA;46571;Hidroelectrica SA;Parent company;;;;;;
14822;46545;Voltalia Bolobedu Solar PV;45067;Voltalia S/A;Parent company;Shares/Equity;44.0;;;;"

"
14823;46545;Voltalia Bolobedu Solar PV;46546;Voltalia Black Women Enterprise(s);Parent company;Shares/Equity;10.0;;;;
14824;46545;Voltalia Bolobedu Solar PV;46558;Black Enterprise;Parent company;Shares/Equity;10.0;;;;
14825;46545;Voltalia Bolobedu Solar PV;46559;Bolobedu Community Trust;Parent company;Shares/Equity;10.0;;;;
14826;45863;Red Rocket  Roggeveld Wind Farm;45864;Red Rocket and AIIM’s Ideas Fund;Parent company;Shares/Equity;51.0;;;; 
14827;45863;Red Rocket  Roggeveld Wind Farm;45869;H1 Holdings;Parent company;Shares/Equity;23.25;;US Dollar ($);;
14828;45863;Red Rocket  Roggeveld Wind Farm;46261;The Government Employees Pension Fund;Parent company;Shares/Equity;23.25;;;;The Government Employees Pension Fund (23.25%) is  managed by the Public Investment Corporation (PIC)
14829;45863;Red Rocket  Roggeveld Wind Farm;46262;Roggeveld Wind Power Trust;Parent company;Shares/Equity;2.5;;;;
14830;46573;ENGIE Romania SA;43444;Engie SA;Parent company;;;;;;
14832;38632;Alpha Farm;46577;Aladin Tekstil Ve Giyim Urunleri Ticaret LLC;Parent company;Shares/Equity;100.0;;;;
14833;39644;PE Sosnyts`ki agrarni investytsii;46058;PE ALFA-KAPITAL;Parent company;Shares/Equity;100.0;;;;"Code -  35171344
"
14835;46249;POWERCHINA RESOURCES LTD.;42925;Power Construction Corporation of China (PowerChina);Parent company;;;;;;
14836;46488;Yangyuan Dongrun New Energy Development Co., Ltd.;46504;Huayuan Electric Co., Ltd.;Parent company;;100.0;650000000.0;Yuan Renminbi (¥);;
14837;46561;Citicore Renewable Energy Corporation (CREC);45308;Citicore Power Inc. (CPI);Parent company;Shares/Equity;78.78;;;;
14838;46391;Citicore Solar Cebu, Inc.;46561;Citicore Renewable Energy Corporation (CREC);Parent company;;47.63;;;;
14839;46598;Gold Energy Company Limited;43112;Asia World Company Ltd;Parent company;;;;;;
14840;46250;Green Power Energy Company Limited (GPE);46598;Gold Energy Company Limited;Parent company;;;;;;
14841;46600;NorthWind Power Development Corporation;45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;100.0;;;;
14842;46572;Pulida Energy (Pty) Ltd;44686;Enel Green Power South Africa (EGP RSA);Parent company;Shares/Equity;52.7;;;;"The project is developed and owned by Enel. The company has a stake of 52.7%.

"
14843;46417;PPC Renewables Romania SRL;45440;PPC Renewables SA;Parent company;;;;;;
14845;46589;Lewis Energy Colombia Inc;46597;LNG energy group Corp;Parent company;;;;;;Lewis Energy Colombia LTD es empresa filial de la canadiense LNG Energy Gruop Corp
14846;46334;Solar Pacific Energy Corporation;46333;Alternergy Holdings Corp.;Parent company;Shares/Equity;100.0;;;;In 2018, Solar Pacific became part of Alternergy, a pioneering renewable energy platform based in the Philippines.
14847;46516;China Huadian Lower Stung Russei Chrum Hydro-Electric Project (Cambodia) Co., Ltd.;46364;Huadian Energy Company Limited;Parent company;Shares/Equity;100.0;;;;
14848;46517;Kenwind Holdings Limited;41508;International Finance Corporation (IFC);Tertiary investor/lender;Debt financing;;;;;The project is backed by the International Finance Corporation (IFC), part of the World Bank Group.
14849;46581;Sihnet Ahro LLC;41223;Antaeus Limited;Parent company;Shares/Equity;100.0;;;;
14850;41224;Cygnet Center LLC;46581;Sihnet Ahro LLC;Parent company;Shares/Equity;0.12;;;;Code - 38129667
14851;46569;Karoshoek Solar One (RF) Proprietary Limited;45782;Karoshoek Community Trust;Parent company;Shares/Equity;15.0;;;;
14852;46569;Karoshoek Solar One (RF) Proprietary Limited;45783;Hosken Consolidated Investments LTD;Parent company;Shares/Equity;10.0;;;;
14853;46569;Karoshoek Solar One (RF) Proprietary Limited;45784;Cobra Group;Parent company;Shares/Equity;20.0;;;;
14854;46569;Karoshoek Solar One (RF) Proprietary Limited;45785;Emvelo Holdings;Parent company;Shares/Equity;15.0;;;;
14855;46569;Karoshoek Solar One (RF) Proprietary Limited;44795;The Industrial Development Corporation (IDC);Parent company;Shares/Equity;20.0;;;;
14856;46569;Karoshoek Solar One (RF) Proprietary Limited;44721;Public Investment Corporation (PIC);Parent company;Shares/Equity;20.0;;;;
14857;46569;Karoshoek Solar One (RF) Proprietary Limited;41905;Development Bank of Southern Africa;Tertiary investor/lender;Debt financing;;588000000.0;US Dollar ($);;" 58.8 million USD
"
14858;46562;AMEA Power Doornhoek PV (Pty) Ltd;45554;AMEA Power;Parent company;Shares/Equity;51.0;;;;AMEA Power was awarded the concession to build this solar farm under the sixth round of the South African government's Renewable Energy Independent Power Producer Procurement Programme (REIPPP).
14859;46562;AMEA Power Doornhoek PV (Pty) Ltd;46564;Ziyanda Energy Pty Limited;Parent company;Shares/Equity;23.25;;;;" Amea Power is working in consortium with local investors, including women-owned companies Ziyanda Energy ,which is a 100% female black-owned company.

"
14860;46562;AMEA Power Doornhoek PV (Pty) Ltd;46565;Dzimuzwo Consulting Pty Limited;Parent company;Shares/Equity;23.25;;;;
14861;46562;AMEA Power Doornhoek PV (Pty) Ltd;44575;Standard bank ;Tertiary investor/lender;Debt financing;;;;;The $108 million financing consists of a $100 million loan from Standard Bank South Africa.
14862;46562;AMEA Power Doornhoek PV (Pty) Ltd;44795;The Industrial Development Corporation (IDC);Tertiary investor/lender;Shares/Equity;;8000000.0;US Dollar ($);;The Industrial Development Corporation (IDC) is contributing $8 million in the form of an equity investment in the project’s two other shareholders, South African companies Ziyanda Energy and Dzimuzwo Energy.
14863;46562;AMEA Power Doornhoek PV (Pty) Ltd;46566;Doornhoek Local  Community Trust;Parent company;Shares/Equity;2.5;;;;
14864;46608;Transeastern Power BV;46609;Transeastern Power Trust;Parent company;;;;;;
14865;46603;Consorcio Gran Tierra - Petroamérica;1977;Gran Tierra Energy Inc.;Parent company;;;;;;Gran Tierra Energy y Petroamericana International Colombia conformaron el consorcio Gran Tierra - Petroamérica para operar el contrato E&P No 12 PUT -31
14866;46603;Consorcio Gran Tierra - Petroamérica;46604;Petroamericana International Colombia;Parent company;;;;;;Gran Tierra Energy y Petroamericana International Colombia conformaron el consorcio Gran Tierra - Petroamérica para operar el contrato E&P No 12 PUT -31
14867;46612;China National Heavy Machinery Corporation (CHMC);43903;China National Machinery Industry Corporation (Sinomach);Parent company;Shares/Equity;100.0;;;;CHMC is a subsidiary of the China National Machinery Industry Corporation (Sinomach), which is a state-owned enterprise directly managed by the central government. 
14868;46341;Cambodian Tatay Hydropower Ltd. (CTHL);46612;China National Heavy Machinery Corporation (CHMC);Parent company;Shares/Equity;;;;;
14869;46614;Cambodia Upper Tatay Hydropower Limitted;46612;China National Heavy Machinery Corporation (CHMC);Parent company;Shares/Equity;;;;;Company set up as the operating company for the operations of the hydrodeam
14870;46615;Veroniki Wind SRL;46616;Veroniki Holding SpA;Parent company;;;;;;
14871;46601;China Datang Corporation (CDT);148;Government of China;Parent company;Shares/Equity;100.0;;;;China Datang Corporation (CDT) is one of the five large-scale power generation enterprises in China, established on the basis of former State Power Corporation of China in 2002.
14872;46617;Cambodia Hydropower Development Co. Ltd (CHD);46601;China Datang Corporation (CDT);Parent company;Shares/Equity;;;;;
14873;46617;Cambodia Hydropower Development Co. Ltd (CHD);45186;Yunnan Energy Investment Co., Ltd.;Parent company;;;;;;"C.H.D is one of the largest Chinese companies in the world working on saving and conserving water resources to generate electricity. The company is a joint venture of three Chinese companies namely China Datang Corporation, China Yunnan Corporation for International Techno-Economic Cooporation (CYC), and Yunnan Fortune Seecome Investment Industrial Co.,Ltd.? on Stung Atay hydropower plant investment project.
"
14874;46627;Krivača wind farm;42127;MK Group LLC;Parent company;;;;;;
14875;46627;Krivača wind farm;46628;ALFI Renewables LLC;Parent company;;;;;;
14876;46582;Greenstone Group;46583;Wintrading Holdings Limited;Parent company;Shares/Equity;100.0;;;;
14877;39716;Kusto Agro Farming LLC;46367;Kusto Agro PTE LTD;Parent company;Shares/Equity;100.0;;;;
14878;43741;Campo d'Oro SRL;3309;INGLEBY FARMS & FORESTS A/S;Parent company;;;;;;
14879;46524;Petrokorbivske LLC;41492;Agrovista LLC;Parent company;Shares/Equity;99.0;;;;Code - 35623077
14880;41999;Novi Agrarni Tekhnologii LLC;46496;Izbinska Halyna Mykolaivna;Parent company;Shares/Equity;13.0;;;;
14881;41999;Novi Agrarni Tekhnologii LLC;42020;Yaher Tonnis Chapko;Parent company;Shares/Equity;29.0;;;;
14909;40006;PE Druzhba narodiv;46388;Taras Semyonovich Zavorotnyi;Parent company;Shares/Equity;50.0;;;;
14910;40006;PE Druzhba narodiv;46389;Valery Semenovich Zavorotny;Parent company;Shares/Equity;50.0;;;;
14915;46632;Bamboo Ecologic Corporation dba RIZOME;46633;Climate Impact Partners Limited;Parent company;;;;;;Climate Impact Partners Limited was the company that prepared the documents for the VCS registration although not stipulated they may be the ones in charge of the carbon credit management
14916;46632;Bamboo Ecologic Corporation dba RIZOME;46634;RIZOME Bamboo;Parent company;;;;;;RIZOME's bamboo is grown in subtropical Florida and the Philippines - a part of their program is the reforestation to aid the environment and local communities as they have a high trust in Bamboo as a sustainable Product.
14917;46632;Bamboo Ecologic Corporation dba RIZOME;46635;Bukidnon Tagoloanon Mulahay Ha Kabukalagan Agriculture Cooperative (BUKTAMACO);Parent company;;;;;;Buktamaco has been responsible for Bukidnon and Misamis Oriental Province management of the project.
14918;46632;Bamboo Ecologic Corporation dba RIZOME;46636;Kilambay Plantation Corporation (KPC);Parent company;;;;;;"Kilambay Plantation Corporation (KPC) is responsible for overseeing the implementation of the
second group of instances that was added to the project from 2023 within the province of North Cotabato."
14919;46637;EcoPlanet Bamboo Philippines, LLC;4170;EcoPlanet Bamboo Group, LLC;Parent company;Shares/Equity;100.0;;;;"The land on which the project activities occur is held under a long term lease by a wholly owned
subsidiary of the project proponent, EcoPlanet Bamboo Group, LLC."
