ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
6oS7FQ6S;8091;;;2029;;
PG7DbdOX;8094;;;2039;;
4iNJsSmr;8096;;;2030;;
ghtAbL4z;8097;;;2037;;
8AUh_ANl;8098;;;2029;;
midAwZ8F;8100;;2009;;;location  permits  (izin  lokasi) in 2009
7wFDQ3NP;8102;;2009;;;location  permits  (izin  lokasi) in 2009
Dpuj1rRK;8103;231/ DISBUN-D/2012;2012-05-07;;;PT  ALM  obtained  an  environmental  feasibility  permit  from  Bapedalda  of  West  Kalimantan  under  the  Decision Number: 1064 of 2007 on 27 December 2007. The Plantation Business Permit (IUP)is based on the Decision Letter of the District Head  of KetapangNumber  231/ DISBUN-D/2012  dated 7 May 2012 for  a total  area  of  17,890 ha.
N29fpWcR;8104;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
ti2_p4sA;8105;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
01u_Dsb4;8106;525/12/DISPERHUT/BUN/A;2006-12-08;;;The total area of PT. Kartika prima Citra accounted for 19,200 ha according to Head of Regency Decree No. 525/13/DISPERHUT/BUN/A dated on December 8, 2006
ME3iQFvC;8107;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
mXSvISRU;8108;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
1K9uLMjJ;8112;No. 008/PIPKPH/DL8/JKTO/III/12;2012-03-12;;;"PT PIP is still in the process of obtaining a Land Title (HGU) with the submission of land parcel measurements and mapping to the National Land Bureau - West Kalimantan regional office (Submission letter No. 008/PIPKPH/DL8/JKTO/III/12 dated 12 March 2012). The total area to be measured for cadastral survey and mapping is
16,616.83 ha.
A environmental impact assessment (EIA) was conducted by accredited consultant CV Integraha Citra Persada and approved by Kapuas Hulu Regent Decree No. 289 / 2006 dated 22 December 2006, covering a total area of 20,000 ha."
YlcY54rS;8112;SK Menhut No. 733/Menhut-II/2014;2014;;30;permit letter signed by the minister of Ministry of Environment and Forestry
gCvoFf08;8113;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
lEtGRcui;8114;;;2031;;
vH3-ZZ1T;8115;Kapuas Hulu District Head’s Decree No. 303 dated 1 October 2012;2012-10-01;;;PT Persada Graha Mandiri (PGM) is located in Silat Hilir Sub-District, Kapuas Hulu District, West Kalimantan Province. PT PGM’s location permit is based on Kapuas Hulu District Head’s Decree No. 303 dated 1 October 2012, which is valid until 1 October 2013 and covers an area of 18,868 ha. PT PGM has conducted a Social and Environmental Impact Assessment (SEIA) for the oil palm plantation development plan of PT PGM covering an area of 20,000 ha
2NiYI3oi;8115;34/HGU/KEM-ATR/BPN/2015;2015;;35;ATR/BPN Republic Indonesia Head’s Decree No.34/HGU/KEM-ATR/BPN/2015 there are 7 locations
0cQAE7O9;8116;;;2038;;
Ar7IfZor;8117;161/HGU/BPN RI/2014;2018-03-13;2049-10-24;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports.
-zKMkcUj;8118;;;2039;;
dHFTU8dq;8119;;2009-05-12;;;No HGU but ForestPeople Report mentions that there is a location permit (izin lokasi) from the local government  in Kapuas Hulu.
g9-EnwD1;8120;;;2029;;
FmVHRvqv;8121;;;2029;;
wIpt8XGl;8123;;2001-02-22;;;Not sure about the contract number: 256/Menhut-VI/2001, 22-02-2001, 327/Menhut-II/2009, 12-06-2009, 180/Menhut-II/2013, 21-03-2013
kFJQ0aCX;8126;75/Menhut-II/2007;2007;;;
YLzxdQsM;8128;348/MenhutII/2006;2006-06-12;;;
fA9pwHWA;8136;;2016;2046;30;Signed between Bolloré and the Government of Timor-Leste in 2016
bIywx2jp;8139;35/HGU/BPN/05;2005;;;The company owns also other land close by but contracts are from before 2000.
XV8aQctb;8140;;;;;only contract related information is the appendix of the research report that mentions  a High Conservation Value Forest (HCVF) assessment conducted at the Forest Management Unit level in Southeast Asia
lkVWJ0vT;8142;553/Menhut-II/2006;2006-12-22;;;
Y8n_INlp;8144;69//MenhutII/2007;2007-02-23;;;
EfH1l3k3;8152;99/HGU/BPN/05;2005;;;
S97tsS3t;8154;;2008-11-12;;;Size of the land plot - 2,1893 ha, cadastral number - 6320888500:01:000:0285.
bpmSevCZ;8154;20995708   ;2017-06-17;2032-06-16;;"Cadastral number -6320855700:00:001:0129
Size -1,8256 ha"
MzOtX22G;8154;20998077;2017-06-17;2032-06-16;;"Cadastral number -6320855700:00:001:0132
Size - 0,3303 ha"
9Uyd4aVA;8154;20996798   ;2017-06-17;2032-06-16;;"Cadastral number - 6320855700:00:001:0131
Size - 0,2118 ha"
JhMaSA0o;8154;20999856   ;2017-06-17;2032-06-16;;"Cadastral number - 6320855700:00:001:0136
Size - 0,9225 ha"
7bjeDukl;8154;21001113 ;2017-06-17;2032-06-16;;"Cadastral number - 6320855700:00:001:0128
Size - 0,2094 ha"
iRvNWPCa;8154;20998945 ;2017-06-17;2032-06-16;;"Cadastral number - 6320855700:00:001:0133
Size - 0,1275 ha"
Q_-DKcKz;8154; 22683751     ;2017-10-03;2032-10-02;;"Cadastral number - 6320855700:00:001:0130
Size - 1,7247 ha"
xeWSeK1r;8154;22685235         ;2017-10-03;2032-10-02;;"Cadastral number - 6320855700:00:001:0135
Size - 0,0611 ha"
hStFQXPd;8154; 632088254000429;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0704
Size - 4,5306 ha"
CkE4p7Zp;8154;632088254000430;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0703
Size - 4,5301 ha"
p1fj_L3N;8154;632088254000431;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0702
Size - 4,3177 ha"
VAiOalPg;8154; 632088254000432;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0701
Size - 4,2068 ha"
BqKLZjLx;8154;632088254000433;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0698
Size - 4,2065 ha"
0tSkM9Ks;8154; 632088254000434;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0697
Size - 4,2066 ha"
m6bRg3Nx;8154;632088254000435;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0696
Size - 4,2069 ha"
48wibZsW;8154;632088254000436;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0695
Size - 1,4525 ha "
_5Maftcj;8154;632088254000437;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0694
Size - 2,7565 ha"
vdGl2BzE;8154;632088254000438;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0700
Size - 4,2066 ha"
AOGz5wg8;8154;632088254000439;2012-04-12;2061-04-11;;"Cadastral number - 6320882500:01:002:0699
Size - 4,2069 ha"
7Dw4ui6q;8176;28/HGU/BPN/2001;2001-10-22;2036;;
QT-XKAuP;8177;07/HGU/BPN/2001;2001;;;
Szb81Ouz;8178;6/HGU/BPN/2004;2004;;;
Bbd5TMeZ;8179;37/HGU/BPN/2003;2003;;;
jrhruOeE;8180;22/HGU/BPN/2003;2003;;;
EsKKo1-d;8183;;2013-06-05;2023-06-05;10;Information if from judicial decision.
eR7R0ovE;8198;Ka. BPN RI No. 50/HGU/BPN RI/2013;2013-06-24;2048-06-24;35;
mNPTBdP9;8205;;;;3;Ting Ying said villagers had signed leases for up to three years, at an annual rate of K200,000 an acre, but a year had passed and they had yet to be paid anything.
zpdS1GNR;8207;SK Menhut No. 516/Menhut-II/2012;2012;;;HGU (land use permit) exists. The year is not entirley clear. There is a forest release permit (K.516/MENHUT-II/2012).
HHvu8RDk;8207;55/HGU/BPN RI/2013;2013;;;
YHhlaBzM;8208;No.525/90/V/2011;2011;;;"Decision of the Governor of West Papua province No.525/90/V/2011 on ""Business Plantation Permit (IUP) for ±25,159ha. Area revision in 2014."
ouHf4y2z;8209;;2010;;;Plantation permit: No.95 Year 2010 / No. 132 Year 2010. In 2014, a  “Peta  Kadastral”  (Peta Bidang Tanah) Number 012-33.05-2014 signed by National Land Body , covering area of 32,025.14 ha was obtained (area changed slightly compared to the plantation permit). The area under contract refers to the area under this permit.
A9nuD-5P;8210;32/HGU/BPN-RI/07;2005-01-01;;;
AEnWbanW;8210;Kepala BPN RI No. 32-HGU-BPN RI-2007;2007-06-05;2042-06-07;35;
GPcRPZ46;8211;;;2022;;"Obtained state forest release permit (2013). SK.46/MENHUT-II/2013. No information on other permits.

In January 2022, the Ministry of Environment and Forestry issued decree SK.01/MENLHK/SETJEN/KUM.1/1/2022 to revoke 106 concession licenses, including the revocation of the 46/MENHUT-II/2013 concession license belonging to PT Varita Majutama (see Data Source for the detailed decree).
"
vAtOULI3;8212;;;2022;;"Forest release permit: 185/Kpts-2/2000

In January 2022, the Ministry of Environment and Forestry issued decree SK.01/MENLHK/SETJEN/KUM.1/1/2022 to revoke 192 concession licenses, including the revocation of the 185/KPTS-II/2000 concession license belonging to PT Rimba Matoa Lestari (see Data Source for the detailed decree).
"
dC7RLGjI;8213;05/HGU/BPN/04;2004-03-10;;;
N1HUHzi_;8214;89/HGU/BPN/04;2004;;; 
XKHTuUgz;8215;65/HGU/BPN/05;2005;;;
YSt1kBLc;8217;2/1/PKH/PMA/2017 ;;;;"No clear information on permits. Between 2015 and 2017, PT ACP cleared 3,190ha of forest. In July 2017, the Indonesian Minister of Environment and Forestry gave permission to release a portion of its concession that still lay within the Forest Estate.

Update 22-April-2025:
In 2022, MoEF issued a ministrial decree ( SK.01/MENLHK/SETJEN/KUM.1/1/2022, see source 9) revoking PT Agriprima Cipta Persada concession to the land."
AzW9aUtK;8219;54 / HGU / KEM - ATR / BPN / 2016;2016-10-21;2051-10-21;;
mZ3Z_rk6;8219;72/HGU/KEM-ATR/BPN/2017;2017-08-20;2052-08-25;;
gd6Cj2tj;8221;П-20/4;2008-12-16;2057-12-16;49;There are 8 additional contract agreements.
eJ1uWoBQ;8222;;2010;;;In 2010 PT Tandan Sawita Papua obtained a 26,300 hectare location permit, which later was reduced to a plantation permit for 18,337 hectares of oil palm. No exact information available.
An0YFxzh;8223;;2008;2038;30;No contract number.
RMVphjP6;8224;525/208/XII/2010;2010;;;Plantation Permit: 525/208/XII/2010
sZ9aKAIt;8232;59/HGU/BPN/2000;2000;;;
lxx_nWqo;8233;46/HGU/BPN/2000;2000-10-03;;;RSPO mentions that  46/HGU/BPN/2000, dated 3rd October 2000 with total legal size 12,825.77 Ha. This right is divided in two Certificate, No. 01 dated 19th January 2001 (2,752.77 Ha) for Sungai Bangko Estate and Mill (based on RSPO scope certification). Another certificate is No. 02 dated 19th January 2001 (10,073 Ha) which is not includes in this scope certification
u1At9P1K;8234;30/HGU/BPN/2001;2001;;;
F9WeCZ55;8235;61/HGU/BPN/2000;2000;;;
4HLOF2Tr;8236;105/HGU/BPN/2005;2005-11-07;;;
dZjwEnsu;8238;FTAA-04-2009-II;2009-09-19;2034-09-19;25;
7jGhO-Nu;8239;;;2043;;In 2043, Bujagali will be transferred to the GOU for one US dollar with an expected remaining life of 70+ years.
a7ajxz-E;8241;05/HGU/BPN/2001;2001;;;
KrfWP_bo;8242;11/HGU/BPN/2002;2002;;;
k-G8XMRB;8246;№ 24/1;2008-12-09;2057-12-09;49;There are 9 additional contract agreements.
OeJkckeR;8263;;;;5;
sKO3upbu;8277;;2016-02-22;2023-06-22;7;The contract was canceled under the judicial decision.
LKDAx4Sm;8277;№ 1347;2022-01-09;;;Contract for in Livchyvtsy village for 27 ha land plot
cFmpGMRh;8280;;;;;"Contract number is not exactly known, not shure if the found contract belongs to this deal (see source section); The company has Location Permit or Ijin Lokasi"
P21JvHCD;8281;;2017-09-11;2042-09-10;25;
w5sWzU4c;8283;;2014-03-12;2039;25;
EN0TidRz;8284;;2014-04-10;2039;25;
GgbE6sDq;8288;KA. BPN RI NO. 39/HGU/BPN RI/2010;2010-08-04;2045-08-04;35;Forest land release issued for 19,486 ha in 1998 (but implementation was not concluded). In 2009, Izin Locasi, Business Permit. In 2010, HGU land use permit. In 2015, Location permit issued for additional 5,000 ha.
rBxHODsq;8295;Contract number is not exactly known, not shure if the found contract belongs to this deal (see source section);;;;
4Mhp-pAd;8296;;;;;Contract Numer is not known
DEeYKN1d;8298;;2014-04-04;2039-04-04;25;For 25 years (It will expire in 2039)
RlN4fjzu;8301;;2011-04-16;2026-04-15;15;
kxqYa709;8302;MPSA No. 190-2004-XIII;2004-02-06;2029-02-06;25;
bBcMIM-p;8303;MPSA No. 192-2004-V;2004-05-22;2029-05-22;25;
Ryzq7rS5;8304;;2017-10-15;2042-10-14;25;
H7G5qE0a;8305;;2019-09-03;2044-09-02;25;
4kpMKk40;8306;MPSA No. 178-2002-XIII;2002-11-21;2027-11-21;25;Contract was cancelled on January 2016.
682S7pmT;8307;MPSA No. 230-2007-X;2007-03-29;2032-03-29;25;Contract was cancelled on April 2019.
QA0v1S7w;8308;MPSA No. 189-2004-III;2004-01-19;2029-01-19;25;
uwDD5vF4;8309;MPSA No. 206-2004-IVA;2004-08-27;2029-08-27;16;
hbhO8ic7;8309;MPSA No. 206-2004-IVA;2029-08-27;2035-08-27;6;Contract was extended for another 6 years in August 2020.
S4YSYcqB;8310;MPSA No. 208-2005-VII;2005-03-04;2025-03-04;25;
LXXi7hLC;8311;;2013-11-01;2028-10-31;15;
HmeJcbo2;8313;;2013-11-01;2028-10-31;15;
aBAuEIfW;8314;;2012-06-29;2027-06-28;15;
I4xMOS3j;8315;;2017-09-07;2042-09-06;25;
t9wYOBpq;8316;;2013-11-01;2028-10-31;12;
PlKY3iJg;8317;;2013-11-01;2028-10-31;15;
F5N7HGVu;8318;MPSA No. 210-2005-VII;2005-04-28;2030-05-28;25;
opbWqRk3;8319;MPSA No. 211-2005-V;2005-04-28;2030-04-28;;
Di8bl0xl;8320;MPSA No. 217-2005-V;2005-08-02;2030-08-02;25;
zhR1Tmwi;8322;;2015;2025;10;Adani Green Energy and Rajasthan’s government, in the hands of the BJP at the time, signed a memorandum of understanding (MoU) in 2015 to develop up to 10 GW of solar power plants in 10 years to exploit Rajasthan’s solar irradiation resource
AgHUfcMI;8324;46/HGU/BPN/2003;;;;
CjOqvvxX;8325;Contract Numer is not known;;;;
FAoKpzS_;8326;Contract Numer is not known;;;;
knleLCI2;8331;;2015-10-01;2040-09-30;25;
sjSf6uFJ;8332;;2017-09-07;2042-09-06;25;
bxJ-aP_0;8334;;2014-04-03;2039-04-02;25;
NWhjUYVc;8335;;2012-09-22;2027-09-21;15;
DkZGoG6-;8336;;2014-06-23;2039-06-22;25;
AlR3oxdM;8337;;2017-09-10;2042-09-09;25;
qqe91YUc;8338;;2017-09-07;2042-09-06;25;
qgjNgQQe;8339;;2010-08-16;2025-08-15;15;
W6YmowWl;8340;;2013-11-02;2028-11-01;15;
kR50BfCW;8341;;2017-09-10;2042-09-09;25;
xTO0dlRV;8342;;2014-05-12;2039-05-11;25;
7gKt_awX;8343;;2017-06-02;2040-06-01;23;
AwOiVwe9;8345;;;;29;"The project is under 25 year BOT agreement 

"
Mqr5BdiJ;8346;;2009-12-14;2014;5;Cadastral number - 7424182500020000386. The contract was canceled by the judicial decision.
AZDoW-AR;8356;;;;;Contract number is not known
_cXgy6LM;8376;041028100296;2010-10-04;2020-10-04;10;"Cadastral number - 2325585000:01:011:0008
Size - 33,2365 ha"
dJnAgGVI;8376;232558504000929;2012-07-06;2061-07-06;49;"Cadastral number - 2325585000:02:001:0005
Size - 84,0222 ha"
Q_hnO0Dt;8376;8686340;2015-02-10;2064-02-10;49;"Cadastral number - 2325555100:05:012:0001
Size - 107,2813 ha"
3GDo3qt8;8376;8675722;2015-02-10;2064-02-10;49;"Cadastral number - 2325585000:02:002:0049
Size - 65,9778 ha"
pH5HioQB;8378;;2007-01-03;;;The additional agreement № 2 was concluded in 2016 - 07 - 25.
AfuOf7yV;8379;№ 60;2009-06-01;;;
IwpqdtLC;8380;040915000319;2009-12-16;2023-12-16;14;"lease agreement of state-owned agricultural plots of land.
Cadastral number: 1421510100:04:000:0478; 1421510100:04:000:0471; 1421510100:04:000:0475; 1421510100:04:000:0469				
"
KCHLgAOT;8381;SK.614/Menlhk/Setjen/HPL.0/12/2018;2018;;;
XzCwZoND;8381;SK168/Menhut II/2005;2005-06-16;;;
2vYkJQ85;8382;;;;;Could not find any information about the contract number
4pqSkHQ3;8383;;;;;Could not find any information about the contract number
AXsuOuU2;8384;;;;;Could not find any information about the contract number
Ans5UOap;8387;;2008-08-02;;;
clnEq9Mt;8388;;2019-03-15;2029-03-15;10;"lease agreement of agricultural plots of land.
Cadastral number: 	1822386400:08:000:0012"
K0ryq7_O;8388;;2019-11-26;2068-11-26;49;"lease agreement of agricultural plots of land.
Cadastral number: 	1822386400:05:000:0592"
JBUHbdKg;8390;;;;;Ijin Lokasi (Location Permit)
8HmiBfpE;8394;;2013-01-01;2033;20;
QTTrZpHf;8402;;2013-11-01;2028-11-01;15;
kVIJHgBO;8404;;2018-06-01;2039-06-01;21;for 21 years
uxFzZDM6;8405;;2013-04-10;2028-04-09;15;
heLEWeH2;8406;;2014-05-27;2039-05-26;25;
D9ygpzTX;8407;;2015-03-10;2039-03-09;24;
QdLWLqY8;8408;;2010-08-04;2025-08-03;15;
iphHVssk;8409;;2016-06-10;2041-06-09;25;
iBEjjq0A;8410;;2014;2029;15;
ZdFaSTjI;8411;;2014;2029;15;
sYqJfMEg;8415;;2014;2029;15;
JVkY0IYV;8416;;2014;2029;15;
jyW9PhLD;8417;;2015-02-16;2040-02-15;25;
FYDFRUXr;8418;;2014;2029;15;
hJMF9h6L;8419;;2015-02-16;2040-02-15;25;
vsuKPJ8X;8431;;;;;Contract Number is not known
ViABOAjL;8432;;;;;contract number is not known
BsjoKqR7;8433;;;;;CP Group does not have formal contracts with the cultivators.
Q1NaPVPs;8434;;2005-04-18;2025-04-17;20;
cG3OuGWJ;8435;;2015-01-13;2040-01-12;25;
17e3tuSs;8436;;2018-01-16;2048-01-15;30;
ODZfIsLk;8437;;2013-04-11;;;
lVnN6U-o;8438;;2017-02-28;2042-02-27;25;
Qt0ghrWS;8439;;2005-08-09;2025-08-08;20;
DwqBRgbo;8440;;2011-05-17;2026-05-16;15;
KN9G3ubx;8441;;2011-04-29;2026-04-28;15;
OZOZMTfT;8442;;2010-12-22;2025-12-21;15;
IVU6Hvhi;8443;;2017-03-23;2042-03-22;25;
sIG_Q8u5;8444;12;2008-12-08;2057;49;
H8Z0AuO7;8445;;2012-05-08;2027-05-07;15;
GENGuAL5;8446;;2018-04-24;2038-04-23;30;
_py1sgZ-;8447;;2012-10-07;2020-10-06;8;
CtAV3Ofo;8448;;2015-03-16;2039-03-15;24;
dSZew0pK;8449;;2013-01-22;2028-01-21;15;
0lMYsshS;8450;11;2008-12-18;2057-12-18;49;
klWOvKHG;8451;13;2008-12-18;2057-12-18;49;
5vgBgRyu;8453;15;2008-12-18;2057-12-18;49;
DEHZspsI;8457;043/11;2011-10-24;2036-10-23;25;Previously held by SOFORMA
3zENoJ7g;8459;;2015;2065;50;
Q4Zq9fs1;8460;82/HGU/BPN RI / 2011;2011-12-22;2046-09-24;35;sign by Ministry ATR/BPN Republic Indonesia
Xi8vyYDg;8461;;2014-07-17;2039-07-16;25;
MD_6tfgY;8462;	62/HGU/BPN RI/2010;2010;;;sign by Ministry ATR/BPN Republic Indonesia
qNBGXUfX;8463;;2007-02-27;2022-02-26;15;
S8P6pNqb;8464;;2010-09-07;2025-09-06;15;
omnuhZUT;8465;;2016-02-22;2041-02-21;25;
DMDonqBf;8466;001/15;2015-08-16;2040-08-17;25;"Previously 044/11 by Soforma
The concession is still visible on the government Forestry Atlas."
